2019-06-21-06-02-18-257,148,-122.71,620.746,3124.54,-67.6039,458.773,3113.68,-189.79,475.804,2949.13,-189.79,189.665,2949.13,-189.79,-176.024,2949.13,49.9248,523.083,3024.71,156.504,282.917,2914.08,210.117,15.056,2755.93,-49.0089,279.833,2930.23,-38.8763,103.268,2817.13,-149.659,-33.1306,2740.49,-154.634,-422.414,2673.66,-154.634,-822.684,2673.66,80.291,-40.4002,2764.28,-58.2367,-202.387,2395.96,-55.3593,-579.501,2347.47,-189.79,-70.3524,2949.13,199.601,58.8251,2782.4,-73.8085,518.441,3174.86,2,2,0,0,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2
2019-06-21-06-02-18-416,148,-82.1379,660.219,2992.4,-61.7177,495.111,2989.67,-104.95,543.631,2777.79,-104.95,256.914,2777.79,-104.95,-114.344,2777.79,77.0066,605.094,2931,175.864,351.281,2843.33,197.208,96.2878,2675.4,-46.6839,314.468,2806.53,-40.9096,134.92,2697.89,-152.084,10.1173,2630.05,-153.879,-391.039,2567.18,-153.879,-792.508,2567.18,71.0919,3.18706,2668.2,62.7395,-397.362,2612.02,62.7395,-798.831,2612.02,-104.95,-8.23016,2777.79,193.973,139.034,2705.66,-66.7429,555.416,3050.82,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2
2019-06-21-06-02-18-573,148,-12.7942,695.236,2869.34,-41.3737,531.983,2860.17,-77.8672,591.501,2643.66,-77.8672,299.564,2643.66,-77.8672,-71.8023,2643.66,122.182,605.65,2819.31,218.944,339.046,2768.29,161.078,160.103,2554.98,-31.679,347.212,2683.73,-29.8774,164.197,2580.89,-141.698,54.4256,2517.99,-132.948,-347.664,2454.34,-132.948,-750.106,2454.34,80.9373,51.4573,2564.42,89.6464,-347.429,2502.95,89.6464,-749.871,2502.95,-77.8672,34.6683,2643.66,171.714,190.272,2592.85,-44.6373,594.345,2919.68,2,2,0,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2
2019-06-21-06-02-18-755,148,53.7535,724.197,2763.3,-9.56378,563.03,2728.87,-182.961,572.461,2959.56,-199.001,286.326,2886.91,-283.679,84.2013,2710.83,155.817,576.835,2704.39,266.607,309.779,2670.47,121.349,256.356,2440.08,-3.38048,369.941,2564.68,-3.91604,183.091,2468.88,-119.005,98.8097,2435.32,-101.634,-303.846,2397.2,-101.634,-707.082,2397.2,106.493,94.6863,2470.18,126.386,-309.894,2418.58,126.386,-713.13,2418.58,-269.94,118.244,2740.18,146.419,265.553,2480.18,-11.6665,628.882,2784.78,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,2,2,2
2019-06-21-06-02-18-912,148,72.7975,758.731,2666.89,23.5036,586.19,2595.94,-161.994,633.097,2675.44,-166.132,340.212,2639.61,-205.397,149.027,2407.9,170.995,554.159,2569.29,316.509,308.643,2519.88,268.675,464.332,2369.96,29.0204,383.876,2446.72,28.0045,192.971,2359.11,-89.9751,141.726,2346.68,-69.8792,-263.398,2299.41,-69.8792,-667.269,2299.41,142.478,134.603,2365.6,167.69,-273.442,2304.66,167.69,-677.313,2304.66,-199.033,181.023,2446.52,277.654,439.437,2396,21.599,655.85,2647.23,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,2,2,2
2019-06-21-06-02-19-110,148,56.6932,778.033,2559.88,48.3334,603.972,2460.03,-128.019,639.345,2445.37,-141.517,366.16,2508.21,-192.701,218.36,2236.5,182.564,555.847,2419.89,331.777,320.448,2341.71,314.047,585.552,2245.69,52.8684,394.117,2326.16,51.631,198.754,2248.75,-67.22,165.384,2252.59,-54.2323,-255.999,2199.54,-54.2323,-660.372,2199.54,168.42,161.24,2261.55,182.926,-257.435,2202.31,182.926,-661.809,2202.31,-184.147,242.926,2281.78,317.56,542.047,2262.26,46.7486,677.037,2506.57,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,2,2,2
2019-06-21-06-02-19-273,148,37.897,783.175,2441.82,64.0756,615.204,2328.68,-90.1898,629.534,2257.02,-66.8157,323.838,2167.91,-66.8157,-50.4835,2167.91,204.382,577.141,2276.72,332.005,323.033,2243.97,306.483,618.855,2134.75,64.0636,394.602,2213.21,61.1883,194.333,2149.87,-54.1611,183.083,2180.72,-49.0492,-240.729,2146.84,-49.0492,-645.484,2146.84,174.554,183.911,2187.24,-9.87853,-47.4751,2047.66,19.4518,-360.195,1781.04,-66.8157,56.8338,2167.91,310.995,569.726,2153.21,64.0806,692.006,2368.88,2,2,2,0,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2
2019-06-21-06-02-19-433,148,30.0006,780.031,2327.8,73.3859,618.236,2211.46,-65.0041,597.703,2132.92,-52.1129,281.544,2090.39,-52.1129,-92.2203,2090.39,237.05,604.913,2170.22,327.256,333.739,2154.52,283.046,640.245,2051.83,67.8737,385.715,2120.05,62.9925,181.631,2070.9,-45.6853,178.081,2120.15,-43.1406,-262.782,2092.72,-43.1406,-667.795,2092.72,173.423,184.617,2120.9,-0.987519,21.421,1832.17,-0.312632,-352.919,1714.91,-52.1129,15.198,2090.39,290.507,589.165,2069.04,75.3015,698.82,2243.19,2,2,2,0,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2
2019-06-21-06-02-19-592,148,33.586,772.192,2226.1,81.4939,614.127,2111.72,-54.8366,571.88,2057.74,-53.2166,265.512,2043.38,-53.2166,-107.733,2043.38,236.557,583.291,2070.19,331.811,330.133,1994.86,267.621,639.666,1982.41,71.164,373.58,2045.28,62.5363,167.209,2007.19,-35.0267,145.594,2067.64,-29.4883,-314.343,2043.85,-29.4883,-719.484,2043.85,170.109,151.218,2052.82,165.772,-310.209,2017.43,165.772,-715.349,2017.43,-53.2166,-0.255646,2043.38,278.165,587.983,1984.51,85.086,697.509,2134.78,2,2,2,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2
2019-06-21-06-02-19-750,148,57.6818,753.8,2093.16,91.8293,603.804,2026.91,-38.3187,542.918,2006.15,-29.0787,235.223,1997.95,-29.0787,-137.489,1997.95,237.416,567.761,1965.46,300.798,327.183,1836.53,250.975,635.646,1888.04,80.1168,359.55,1982.22,66.399,152.019,1952.4,-20.8734,101.147,1999.59,-12.3112,-362.586,1959.76,-12.3112,-767.699,1959.76,171.663,117.787,1984.96,172.611,-337.436,1948.42,172.611,-742.549,1948.42,-29.0787,-29.9975,1997.95,259.225,584.139,1879.45,95.9115,688.909,2042.48,0,2,2,0,0,2,2,2,2,2,2,0,0,2,0,0,0,2,2
