2019-06-06-16-18-30-163,145,43.4293,676.358,3790.71,27.355,503.434,3833.55,-110.189,487.228,3797.73,-156.711,257.257,3732.58,-164.67,-7.942,3757.7,174.665,503.921,3845.23,279.793,316.872,3727.68,173.69,553.942,3669.62,21.6457,295.954,3897.72,10.9004,115.16,3902.74,-87.5563,60.5642,3897.13,-45.2252,-319.021,3873.09,-13.6563,-633.084,3999.83,102.502,51.9119,3918.73,75.8193,-329.624,3905.23,41.8325,-654.318,4000.65,-163.346,36.2578,3753.51,191.383,514.435,3679.3,29.2733,573.323,3811.93
2019-06-06-16-18-30-430,145,43.2694,675.405,3786.26,28.1086,502.504,3833.79,-111.259,486.448,3797.82,-147.378,252.953,3734.59,-165.082,-12.5256,3764.46,175.249,503.702,3848.33,276.797,300.784,3750.01,166.3,533.842,3678.38,24.618,295.839,3898.12,14.7411,115.576,3902.76,-83.7218,62.1749,3897.67,-44.8158,-318.411,3873.15,-12.4358,-633.67,4000.35,105.5,51.8027,3919.23,75.6232,-330.13,3905.16,38.8972,-655.582,4001.81,-162.133,31.721,3759.48,184.722,495.003,3690.32,29.2914,572.715,3811.93
2019-06-06-16-18-30-687,145,43.1297,674.681,3782.88,29.521,501.521,3833.96,-111.744,485.995,3798,-137.148,249.72,3735.25,-167.436,-13.244,3781.26,176.968,502.883,3848.35,272.926,292.521,3756.54,168.921,528.656,3679.81,28.0322,295.464,3898.3,18.5488,115.736,3902.72,-80.3025,63.7093,3898.24,-44.6831,-317.304,3873.24,-11.9147,-632.904,4000.11,108.963,51.8635,3919.72,75.3567,-329.862,3904.95,32.699,-655.068,4000.69,-162.392,30.5851,3773.59,186.258,489.302,3692.6,30.0298,572.08,3811.93
2019-06-06-16-18-30-951,145,42.8615,674.339,3780.82,31.4223,500.504,3834.1,-111.545,485.927,3799.11,-139.698,247.263,3742.05,-163.936,-17.6142,3789.94,179.566,501.647,3846.7,271.846,288.782,3755.29,172.145,527.282,3675.12,30.8796,294.833,3898.38,21.261,115.633,3902.67,-78.0985,64.7382,3898.87,-43.3196,-316.309,3873.28,-11.0814,-633.599,4000.1,111.9,52.3186,3920.15,75.4999,-329.125,3904.94,25.2218,-654.845,4000.5,-159.898,26.5327,3781.96,188.763,487.532,3688.48,31.6118,571.427,3811.93
2019-06-06-16-18-31-213,145,42.4013,674.274,3779.68,33.8775,499.465,3834.22,-110.481,486.326,3802.11,-155.702,247.042,3757.92,-154.194,-23.0313,3788.45,182.643,500.328,3846.03,273.806,297.665,3734.58,181.943,546.104,3668.08,32.9985,293.984,3898.46,22.8642,115.295,3902.62,-77.0381,65.5119,3899.49,-41.588,-315.429,3872.98,-10.606,-634.887,4000.47,113.732,52.5442,3920.63,75.7203,-328.751,3904.95,25.234,-656.596,4000.99,-154.461,21.9838,3783.36,197.257,504.702,3679.17,34.1872,570.763,3811.93
2019-06-06-16-18-31-476,145,43.0328,674.168,3778.97,36.1459,498.357,3834.29,-109.028,486.916,3806.35,-165.517,246.052,3781.77,-146.728,-26.5287,3781.66,185.02,497.572,3845.98,231.806,281.793,3737.07,202.828,538.667,3661.71,33.494,292.731,3898.42,23.5793,114.569,3902.57,-76.6182,65.5135,3900.07,-39.9597,-315.119,3872.6,-10.1711,-636.777,4001.33,114.385,52.0552,3921.53,75.7233,-329.013,3904.92,21.3786,-658.543,4001.75,-149.878,18.9031,3781.68,207.639,495.855,3674.27,37.0753,570.048,3811.93
2019-06-06-16-18-31-743,145,46.5784,673.431,3778.51,37.7821,496.686,3834.06,-108.035,487.199,3808.43,-168.154,244.308,3795.41,-144.782,-29.7774,3774.39,185.494,491.338,3845.65,160.421,273.551,3742.24,204.712,524.857,3659.31,32.7234,290.041,3897.41,23.6632,112.527,3902.46,-76.9687,64.6486,3900.3,-39.2667,-315.385,3872.31,-9.73907,-639.26,4002.16,114.578,50.5615,3922.76,75.5724,-329.953,3904.83,21.0408,-661.986,4001.84,-148.682,15.9041,3777.89,197.308,482.974,3673.13,39.5512,568.856,3811.93
2019-06-06-16-18-32-004,145,50.9842,672.077,3778.32,38.5679,494.501,3833.58,-107.692,487.094,3809.4,-171.469,243.374,3797.73,-144.801,-31.5864,3766.65,186.552,487.575,3845.66,105.92,278.736,3741.89,195.896,523.288,3655.19,30.8949,285.789,3895.71,23.305,108.97,3902.26,-78.0318,62.8896,3900.41,-38.7836,-316.008,3872.07,-9.36026,-641.837,4003.17,115.084,48.5948,3924,75.3315,-330.823,3904.7,24.2565,-665.523,4002.55,-149.244,14.2402,3771.83,180.891,482.531,3669.64,41.2375,567.191,3811.93
2019-06-06-16-18-32-261,145,53.1883,671.024,3781.3,38.2028,491.714,3832.96,-108.03,486.609,3809.8,-172.122,242.035,3794.12,-145.952,-34.5927,3768.19,186.784,484.502,3846.25,201.419,399.905,3674.88,206.332,654.877,3619.19,27.378,280.14,3893.75,22.1886,103.976,3902.07,-79.755,60.809,3900.47,-37.6486,-316.202,3870.96,-9.73231,-643.796,4003.67,115.272,46.5611,3924.51,75.0861,-331.297,3904.57,29.5627,-668.706,4003.39,-150.311,11.5108,3772.51,205.409,612.399,3628.47,41.9392,564.882,3811.93
2019-06-06-16-18-32-522,145,53.5834,670.715,3788.84,36.9032,488.893,3832.21,-108.614,486,3809.86,-173.256,242.347,3780.03,-146.037,-35.3402,3774.38,185.566,481.697,3847.28,252.507,486.562,3642.45,216.688,747.473,3584.33,22.7482,274.124,3891.36,20.5954,98.5816,3901.94,-81.4856,58.5943,3900.53,-37.1076,-316.304,3870.13,-10.5869,-645.106,4004.5,114.578,44.6026,3924.5,74.9892,-331.536,3904.5,35.3776,-671.164,4004.12,-150.57,10.9394,3775.32,222.616,703.993,3594.02,41.7459,562.493,3811.93
2019-06-06-16-18-32-784,145,52.6281,670.815,3797.64,34.8603,486.809,3831.27,-109.093,485.51,3809.77,-174.146,244.623,3761.09,-146.761,-32.4132,3781.22,182.717,479.348,3848.4,275.719,540.981,3632.58,222.562,800.145,3554.08,17.5274,268.978,3888.17,18.0483,93.991,3901.73,-83.7921,56.1494,3900.58,-36.884,-316.498,3868.99,-10.9418,-645.861,4005.39,112.369,42.9168,3924.09,75.0536,-331.634,3904.51,33.0734,-672.205,4004.46,-151.322,13.7588,3777.87,231.412,756.95,3567.16,40.7434,560.814,3811.93
2019-06-06-16-18-33-043,145,50.6058,670.918,3803.97,32.6054,485.354,3829.99,-109.621,484.993,3808.36,-171.486,242.15,3760.63,-148.08,-38.5598,3778.61,179.788,478.749,3848.79,281.638,578.611,3634.81,223.488,836.217,3537.2,13.3863,264.644,3883.52,14.293,90.0824,3900.08,-87.1579,54.3619,3900.54,-36.0149,-317.478,3865.29,-11.065,-646.078,4006.47,108.913,43.3601,3923.24,75.1221,-331.654,3904.51,23,-671.886,4004.4,-151.979,8.22608,3775.61,233.175,793.281,3553.47,39.089,559.809,3811.93
2019-06-06-16-18-33-303,145,48.8042,670.644,3805.36,30.2419,484.327,3829.07,-110.673,484.145,3804.25,-169.334,238.893,3762.49,-151.175,-43.7918,3770.6,178.039,482.402,3848.78,273.229,614.845,3644.26,222.946,870.908,3532.86,11.9535,261.692,3880.06,10.9211,87.1523,3896.8,-89.4317,53.5141,3900.57,-35.8054,-317.215,3864.24,-11.004,-645.838,4007.42,104.926,45.1792,3922.01,75.3861,-329.586,3904.62,10.547,-667.629,4006.98,-154.198,3.3237,3769.25,231.32,828.232,3551.43,36.3943,559.171,3811.93
2019-06-06-16-18-33-553,145,47.7366,669.825,3801.84,28.3695,483.68,3829.03,-111.88,483.189,3800.72,-169.131,234.89,3763.67,-151.197,-48.2525,3762.27,176.45,486.543,3848.6,248.027,650.417,3656.71,216.942,900.563,3526.78,12.9767,260.912,3879.8,9.33171,86.1568,3892.86,-88.9383,54.4056,3900.46,-36.359,-315.735,3864.95,-11.0187,-645.246,4007.42,101.547,48.0907,3920.64,75.6633,-326.206,3904.79,6.76957,-664.391,4006.53,-154.185,-1.06109,3762.51,222.11,858.874,3548.44,33.5549,558.715,3811.93
2019-06-06-16-18-33-812,145,49.1176,667.583,3792.53,27.9963,483.321,3829.66,-112.267,482.69,3798.14,-172.043,233.924,3762.45,-148.94,-48.7493,3764.19,175.74,490.109,3848.58,215.367,673.959,3666.92,207.091,919.075,3525.1,16.4737,262.227,3881.87,8.81042,87.4188,3889.63,-86.6804,57.3979,3900.15,-37.7131,-312.87,3867.75,-11.1673,-644.655,4005.62,98.8981,52.102,3919.36,75.8995,-321.83,3904.9,13.8999,-662.697,4003.4,-152.79,-1.6366,3763.9,208.462,878.225,3548.74,31.8989,558.367,3811.93
2019-06-06-16-18-34-071,145,53.8859,663.846,3781.76,28.7379,483.322,3830.65,-112.211,482.759,3798.2,-173.796,234.377,3761.38,-148.49,-47.6594,3770.78,175.209,492.139,3848.99,194.744,685.573,3674.2,199.884,919.69,3515,21.37,265.051,3885.15,8.6612,90.4856,3887.57,-84.6592,62.9044,3899.89,-39.0026,-307.968,3871.73,-11.5875,-641.754,4001.96,97.3228,56.9326,3918.49,76.0536,-316.99,3904.98,14.2366,-659.145,3995.61,-152.707,-0.652879,3769.21,199.024,880.674,3541.53,31.2534,558.25,3811.93
2019-06-06-16-18-34-331,145,58.6933,662.054,3778.27,29.4888,483.487,3831.71,-112.198,482.798,3804.43,-171.031,234.665,3762.64,-149.167,-47.0748,3778.76,173.44,493.786,3855.13,190.999,668.59,3664.4,199.01,905.187,3508.71,24.8572,267.921,3888.72,8.95492,93.8503,3887.42,-83.3846,65.5931,3899.83,-39.444,-305.847,3876.14,-11.8564,-641.869,4000.06,97.0217,59.0784,3918.29,75.9968,-314.896,3904.65,24.6976,-658.62,3995.05,-152.811,-0.117819,3776.07,197.678,865.757,3534.66,31.0871,558.228,3811.93
2019-06-06-16-18-34-591,145,61.2473,662.869,3782.81,30.0343,483.7,3832.75,-111.949,482.884,3808.37,-168.568,233.988,3769.17,-149.763,-47.9858,3778.83,173.109,494.428,3855.96,211.672,632.831,3645.04,198.843,882.137,3515.89,26.9436,270.14,3892.38,9.52162,96.8719,3888.54,-82.8777,66.4816,3900.02,-39.4002,-305.136,3876.52,-11.6048,-641.123,4001.24,97.6675,59.5339,3918.53,75.956,-314.454,3904.04,28.4815,-657.23,4000.94,-152.897,-0.990211,3777.22,200.961,840.592,3537.42,31.1131,558.219,3811.93
2019-06-06-16-18-34-849,145,61.4233,665.038,3794.66,30.3649,483.978,3833.86,-111.614,482.99,3811.16,-166.95,232.976,3779.68,-149.881,-48.9071,3776.7,172.9,494.7,3856.09,242.949,594.528,3633.74,203.59,851.493,3528.48,27.998,271.473,3896.62,10.1946,97.0741,3891.38,-83.4838,65.7238,3900.52,-39.4872,-305.737,3874.98,-11.4443,-641.171,4002.18,99.6016,58.2758,3919.44,75.8883,-315.571,3903.69,26.74,-657.807,4003.23,-152.725,-1.92678,3777.19,210.124,808.668,3546.02,31.1963,558.219,3811.94
2019-06-06-16-18-35-104,145,59.0651,666.917,3807,30.5378,484.092,3834.55,-111.204,482.971,3813.37,-165.469,231.821,3793.1,-150.365,-49.0993,3772.46,172.805,494.79,3855.85,271.701,549.989,3628.68,199.655,812.427,3568.66,28.4347,270.86,3899.08,11.0558,96.5012,3895.41,-85.376,63.9984,3901.14,-39.5735,-307.124,3874.62,-11.3587,-640.346,4002.83,102.733,55.7414,3920.76,75.7997,-317.757,3903.42,17.1987,-656.738,4002.56,-152.881,-2.27994,3775.9,211.617,768.676,3578.66,31.273,558.216,3812.13
2019-06-06-16-18-35-371,145,56.4898,668.165,3812.04,30.6186,484.083,3834.91,-111.09,482.922,3814.31,-165.745,232.35,3789.31,-150.526,-48.9894,3774.08,173.563,495.592,3854.86,286.418,498.94,3626.34,186.936,759.227,3618.51,28.5573,268.734,3900.19,11.859,94.8026,3898.88,-87.4701,62.2154,3901.74,-39.3808,-308.673,3874.1,-10.2551,-639.44,4002.44,105.97,53.2056,3922.09,75.8065,-320.123,3903.47,17.2651,-657.504,4000.59,-153.062,-2.09983,3776.62,203.478,715.819,3619.81,31.3307,558.215,3812.44
2019-06-06-16-18-35-632,145,52.9011,669.059,3810.08,30.6534,484.004,3835.05,-111.442,482.681,3814.7,-153.798,233.643,3769.18,-153.555,-47.0372,3779.46,174.014,494.134,3853.31,293.299,449.029,3630.66,167.555,699.972,3651.5,28.5518,266.005,3900.44,12.4647,92.516,3901.14,-89.0467,60.4032,3902.33,-38.9417,-310.303,3873.71,-8.48208,-640.282,4002.94,108.527,51.1666,3923.17,75.7311,-322.059,3903.69,21.1246,-659.104,4003.17,-153.606,-0.257536,3777.75,188.506,658.134,3648.03,31.3695,558.214,3812.79
2019-06-06-16-18-35-886,145,49.6297,669.043,3802.78,30.6763,483.969,3835.32,-111.982,482.367,3814.85,-126.282,235.081,3751.27,-158.764,-40.906,3783.58,175.818,495.252,3851.77,297.125,394.527,3649.96,160.342,641.68,3661.85,28.4902,264.176,3900.97,12.6956,91.0613,3902.52,-89.3954,59.7444,3902.94,-38.3267,-310.895,3873.35,-6.47134,-640.996,4003.57,109.4,50.4203,3923.77,75.645,-322.848,3904,21.7817,-659.682,4006.77,-153.372,5.09382,3778.2,183.158,600.489,3659.87,31.4148,558.214,3813.15
2019-06-06-16-18-36-141,145,45.8963,668.677,3795.84,30.6979,483.947,3835.65,-112.57,482.04,3814.94,-106.436,234.322,3748.16,-168.495,-36.4752,3787.65,176.714,494.927,3851.5,298.994,343.749,3685.04,159.737,588.68,3673.69,28.4322,263.594,3901.28,12.7787,90.8514,3903.11,-89.029,59.6164,3903.61,-37.0194,-310.848,3872.32,-9.69843,-641.851,4004.61,109.322,50.4012,3923.88,75.6094,-322.981,3904.36,22.2518,-659.723,4011.94,-158.16,8.65846,3781.07,182.961,547.863,3675.58,31.4613,558.216,3813.53
2019-06-06-16-18-36-408,145,43.1483,668.027,3790.24,30.6508,483.884,3835.82,-112.734,480.856,3814.88,-94.5648,234.747,3741.51,-181.66,-27.1476,3796.25,177.513,493.842,3850.33,294.054,307.905,3713.76,146.206,546.214,3684.39,28.1186,263.864,3900.71,13.0297,91.5498,3903.22,-88.5849,59.539,3904.4,-36.3408,-310.528,3871.51,-7.33988,-642.456,4005.47,109.259,50.3901,3923.9,75.4683,-322.754,3904.25,23.2041,-661.72,4010.74,-167.147,16.504,3787.13,170.859,506.502,3689.29,31.5065,558.217,3813.9
